Hour,Country Name,Operator Name,Attempts,Answered,A-Release %,NER,ASR,ConV Time (Min),ACT (Sec),CST (Sec)
25-10-2021 14:00,Kuwait,Kuwait-Wataniya-KWTNM,37,13,,97.30%,35.14%,32,148,5.4
25-10-2021 12:00,Turkey,Turkey-TurkCell-TURTC,66,13,,95.45%,19.70%,32,148,4.68
25-10-2021 21:00,USA/Canada,USA-T-Mobile-USAW6,15,9,,100.00%,60.00%,32,213,5.1
25-10-2021 13:00,India,India-Aircel,47,20,17.39%,100.00%,42.55%,32,95,3.85
25-10-2021 20:00,Nigeria,Nigeria-Etisalat-NGAEM,25,11,8.00%,100.00%,44.00%,32,173,5.85
25-10-2021 23:00,Czech Rep.,Czech Republic-Vodafone-CZECM,2,2,50.00%,100.00%,100.00%,32,951,4.1
25-10-2021 21:00,Germany,Germany-T-Mobile-DEUD1,32,15,,96.88%,46.88%,32,126,5.97
25-10-2021 09:00,Qatar,Qatar-Qtel-QATQT,50,15,,100.00%,30.00%,32,126,4.44
25-10-2021 12:00,United Kingdom,UK-H3G-GBRHU,16,6,,93.75%,37.50%,31,314,3.68
25-10-2021 09:00,Philippines,Philippines-Smart-PHLSR,50,7,,54.00%,14.00%,31,269,1.96
25-10-2021 16:00,USA/Canada,USA-T-Mobile-USAW6,21,16,,90.48%,76.19%,31,117,5.26
25-10-2021 23:00,Morocco,Morocco-Orange-MARMT,14,7,14.29%,100.00%,50.00%,31,266,4.45
25-10-2021 04:00,India,India-Vodafone,12,4,8.33%,100.00%,33.33%,31,465,3.92
25-10-2021 05:00,Yemen,Yemen-Sabafon-YEMSA,17,3,12.50%,100.00%,17.65%,31,616,7.72
25-10-2021 21:00,India,India-Aircel,14,6,21.43%,100.00%,42.86%,31,306,5.2
25-10-2021 22:00,France,France-Orange-FRAF1,43,22,,100.00%,51.16%,31,83,3.06
25-10-2021 11:00,Qatar,Qatar-Qtel-QATQT,50,19,,100.00%,38.00%,30,96,5.8
25-10-2021 15:00,Morocco,Morocco-Orange-MARMT,29,13,,93.10%,44.83%,30,140,3.53
25-10-2021 04:00,India,India-Idea,83,19,12.05%,98.80%,22.89%,30,96,3.98
25-10-2021 13:00,Switzerland,Switzerland-Swisscom-CHEC1,16,11,,100.00%,68.75%,30,164,5.55
25-10-2021 10:00,Kuwait,Kuwait-Wataniya-KWTNM,23,13,,95.65%,56.52%,30,138,3.73
25-10-2021 11:00,Kenya,Kenya-Safaricom-KENSA,37,14,5.88%,89.19%,37.84%,30,128,4.43
25-10-2021 11:00,Spain,Spain-Vodafone-ESPAT,7,5,,100.00%,71.43%,30,355,4.44
25-10-2021 15:00,Kenya,Kenya-Safaricom-KENSA,44,20,4.55%,93.18%,45.45%,30,89,5.72
25-10-2021 03:00,India,India-Idea,44,15,15.91%,90.91%,34.09%,30,118,4.49
25-10-2021 10:00,Switzerland,Switzerland-Swisscom-CHEC1,16,7,,100.00%,43.75%,29,253,4.96
25-10-2021 22:00,Kenya,Kenya-Safaricom-KENSA,52,15,6.25%,94.23%,28.85%,29,118,4.59
25-10-2021 10:00,USA/Canada,Canada-Bell-Mobility-CANBM,26,6,,100.00%,23.08%,29,293,5.05
25-10-2021 10:00,Spain,Spain-Orange-ESPRT,29,8,,96.55%,27.59%,29,220,3.55
25-10-2021 15:00,Netherlands,Netherlands-KPN-NLDPT,15,9,,100.00%,60.00%,29,192,2.64
25-10-2021 17:00,Jordan,Jordan-Umniah-JORUM,34,11,3.57%,88.24%,32.35%,29,157,2.88
25-10-2021 16:00,Germany,Germany-T-Mobile-DEUD1,53,20,,94.34%,37.74%,29,86,5.89
25-10-2021 13:00,Lebanon,Lebanon-MTC-M1C2-LBNLC,54,15,,90.74%,27.78%,29,115,4.16
25-10-2021 09:00,Pakistan,Pakistan-Ufone-PAKUF,157,27,,99.36%,17.20%,28,63,3.52
25-10-2021 00:00,Yemen,Yemen-Sabafon-YEMSA,50,3,,98.00%,6.00%,28,565,5.98
25-10-2021 11:00,Spain,Spain-Orange-ESPRT,35,16,,100.00%,45.71%,28,106,3.98
25-10-2021 01:00,United Kingdom,UK-Vodafone-GBRVF,8,3,,62.50%,37.50%,28,561,1.92
25-10-2021 05:00,India,India-Bpl,19,9,15.79%,94.74%,47.37%,28,187,5.11
25-10-2021 10:00,Qatar,Qatar-Qtel-QATQT,48,13,,100.00%,27.08%,28,129,3.98
25-10-2021 14:00,United Kingdom,UK-Telefonica-GBRCN,11,6,,100.00%,54.55%,28,278,3.67
25-10-2021 09:00,India,India-Vodafone,51,11,1.96%,98.04%,21.57%,28,151,4.32
25-10-2021 07:00,India,India-Vodafone,38,17,10.53%,100.00%,44.74%,28,98,4.42
25-10-2021 01:00,Bahrain,Bahrain-Batelco-BHRBT,61,28,,100.00%,45.90%,28,59,5.08
25-10-2021 15:00,USA/Canada,USA-ATT-Cingular-USACG,47,14,,97.87%,29.79%,28,118,4.89
25-10-2021 12:00,Kuwait,Kuwait-Viva-KWTKT,27,14,3.70%,100.00%,51.85%,27,118,4.26
25-10-2021 22:00,Netherlands,Netherlands-T-Mobile-NLDPN,23,9,,100.00%,39.13%,27,183,3.6
25-10-2021 16:00,Greece,Greece-Cosmote-GRCCO,18,5,,100.00%,27.78%,27,327,4.54
25-10-2021 00:00,USA/Canada,Canada-Bell-Mobility-CANBM,4,2,,75.00%,50.00%,27,816,4.59
25-10-2021 18:00,Morocco,Morocco-Orange-MARMT,34,12,,94.12%,35.29%,27,136,3.67
25-10-2021 17:00,Lebanon,Lebanon-MTC-M1C2-LBNLC,28,8,,100.00%,28.57%,27,204,4.57
25-10-2021 17:00,Kenya,Kenya-Safaricom-KENSA,34,16,9.68%,100.00%,47.06%,27,101,4.23
25-10-2021 12:00,Morocco,Morocco-Iam-MARM1,44,14,2.50%,100.00%,31.82%,27,114,4.66
25-10-2021 19:00,USA/Canada,USA-T-Mobile-USAW6,11,8,,100.00%,72.73%,27,200,5.15
25-10-2021 17:00,Pakistan,Pakistan-Waridtel-PAKWA,7,3,,100.00%,42.86%,27,532,4.24
25-10-2021 10:00,UAE,UAE-Du-AREDU,43,18,2.44%,95.35%,41.86%,26,88,2.52
25-10-2021 20:00,Georgia,Georgia-Magticom-GEOMA,23,10,,91.30%,43.48%,26,158,6.39
25-10-2021 18:00,USA/Canada,USA-T-Mobile-USAW6,20,15,,100.00%,75.00%,26,104,5.21
25-10-2021 09:00,Germany,Germany-T-Mobile-DEUD1,30,10,,100.00%,33.33%,26,155,5.58
25-10-2021 19:00,Jordan,Jordan-Umniah-JORUM,25,8,,100.00%,32.00%,26,194,3.53
25-10-2021 15:00,Austria,Austria-Mobilkom-AUTPT,16,6,6.67%,100.00%,37.50%,25,255,4.39
25-10-2021 13:00,Pakistan,Pakistan-Mobilink-PAKMK,90,24,1.16%,98.89%,26.67%,25,64,4.74
25-10-2021 18:00,Italy,Italy-Vodafone-ITAOM,5,3,50.00%,100.00%,60.00%,25,508,2.18
25-10-2021 18:00,Oman,Oman-Nawras-OMNNT,6,2,,66.67%,33.33%,25,760,3.21
25-10-2021 16:00,Switzerland,Switzerland-Swisscom-CHEC1,16,11,,93.75%,68.75%,25,137,4.4
25-10-2021 19:00,Kuwait,Kuwait-Viva-KWTKT,21,10,,100.00%,47.62%,25,151,4.53
25-10-2021 15:00,Spain,Spain-Orange-ESPRT,21,11,,95.24%,52.38%,25,136,3.93
25-10-2021 15:00,Kuwait,Kuwait-Wataniya-KWTNM,35,15,,100.00%,42.86%,25,100,4.61
25-10-2021 09:00,Pakistan,Pakistan-Mobilink-PAKMK,83,27,1.23%,96.39%,32.53%,25,55,5.22
25-10-2021 00:00,Jordan,Jordan-Zain-JORFL,52,12,2.38%,94.23%,23.08%,25,123,2.94
25-10-2021 19:00,Switzerland,Switzerland-Swisscom-CHEC1,17,8,,100.00%,47.06%,24,184,3.52
25-10-2021 21:00,India,India-Bpl,10,3,12.50%,100.00%,30.00%,24,487,1.76
25-10-2021 14:00,Qatar,Qatar-Qtel-QATQT,63,16,1.59%,98.41%,25.40%,24,91,8.27
25-10-2021 18:00,Sudan,Sudan-Mtn-SDNBT,372,2,,40.86%,0.54%,24,729,3.2
25-10-2021 22:00,Jordan,Jordan-Umniah-JORUM,13,3,,100.00%,23.08%,24,486,3.08
25-10-2021 14:00,Germany,Germany-T-Mobile-DEUD1,42,17,,97.62%,40.48%,24,86,5.7
25-10-2021 21:00,Morocco,Morocco-Iam-MARM1,20,7,,100.00%,35.00%,24,208,4.27
25-10-2021 22:00,Italy,Italy-Wind-ITAWI,16,11,,100.00%,68.75%,24,132,4.34
25-10-2021 20:00,Kuwait,Kuwait-Wataniya-KWTNM,30,9,,96.67%,30.00%,24,160,3.14
25-10-2021 07:00,Jordan,Jordan-Umniah-JORUM,14,11,7.14%,100.00%,78.57%,24,130,3.26
25-10-2021 11:00,Philippines,Philippines-Globe-PHLGT,6,2,33.33%,100.00%,33.33%,24,715,5.2
25-10-2021 18:00,Netherlands,Netherlands-T-Mobile-NLDPN,20,12,,100.00%,60.00%,24,119,2.65
25-10-2021 14:00,Switzerland,Switzerland-Swisscom-CHEC1,18,8,,100.00%,44.44%,24,178,4.23
25-10-2021 16:00,UAE,UAE-Du-AREDU,35,18,5.71%,100.00%,51.43%,23,78,3.47
25-10-2021 06:00,India,India-Aircel,12,5,16.67%,100.00%,41.67%,23,279,3.34
25-10-2021 02:00,Kuwait,Kuwait-Wataniya-KWTNM,6,2,,100.00%,33.33%,23,694,4.69
25-10-2021 01:00,Jordan,Jordan-Orange-JORMC,44,14,2.44%,100.00%,31.82%,23,99,3.4
25-10-2021 13:00,USA/Canada,Canada-Bell-Mobility-CANBM,20,4,,100.00%,20.00%,23,346,4.63
25-10-2021 11:00,Nigeria,Nigeria-Etisalat-NGAEM,33,8,4.76%,93.94%,24.24%,23,173,3.6
25-10-2021 18:00,United Kingdom,UK-Telefonica-GBRCN,13,4,,92.31%,30.77%,23,345,2.74
25-10-2021 11:00,Turkey,Turkey-Avea-TURIS,18,6,,100.00%,33.33%,23,227,4.5
25-10-2021 05:00,Egypt,Egypt-Vodafone-EGYMS,53,4,,100.00%,7.55%,23,340,3.55
25-10-2021 14:00,USA/Canada,USA-T-Mobile-USAW6,17,6,,100.00%,35.29%,23,226,5.02
25-10-2021 14:00,United Kingdom,UK-H3G-GBRHU,8,3,,100.00%,37.50%,23,450,3.31
25-10-2021 16:00,Kuwait,Kuwait-Viva-KWTKT,36,14,,94.44%,38.89%,22,96,5.47
25-10-2021 08:00,Bahrain,Bahrain-Zain-BHRMV,54,21,,100.00%,38.89%,22,64,5.61
25-10-2021 22:00,United Kingdom,UK-Vodafone-GBRVF,21,2,,33.33%,9.52%,22,667,2.7
25-10-2021 18:00,Portugal,Portugal-TMN-PRTTM,7,6,,100.00%,85.71%,22,221,3.53
25-10-2021 22:00,Turkey,Turkey-TurkCell-TURTC,46,14,2.17%,100.00%,30.43%,22,94,4.63
25-10-2021 17:00,Oman,Oman-Omanmobile-OMNGT,16,8,6.67%,93.75%,50.00%,22,165,4.77
25-10-2021 11:00,UAE,UAE-Du-AREDU,25,7,,100.00%,28.00%,22,188,2.67
25-10-2021 05:00,India,India-Unitech,83,7,2.41%,100.00%,8.43%,22,188,3.8
25-10-2021 12:00,Spain,Spain-Orange-ESPRT,28,6,,100.00%,21.43%,22,219,4.64
25-10-2021 15:00,United Kingdom,UK-Vodafone-GBRVF,32,15,10.34%,84.38%,46.88%,22,87,4.42
25-10-2021 16:00,Qatar,Qatar-Qtel-QATQT,40,15,,100.00%,37.50%,22,86,5.51
25-10-2021 06:00,Jordan,Jordan-Zain-JORFL,15,5,,100.00%,33.33%,21,257,2.03
25-10-2021 04:00,Bangladesh,Bangladesh-Banglalink-BGDBL,72,7,5.56%,98.61%,9.72%,21,183,3.33
25-10-2021 12:00,Kenya,Kenya-Safaricom-KENSA,44,19,6.98%,88.64%,43.18%,21,67,4.42
25-10-2021 20:00,Pakistan,Pakistan-Mobilink-PAKMK,59,14,1.82%,100.00%,23.73%,21,90,3.32
25-10-2021 13:00,USA/Canada,USA-T-Mobile-USAW6,27,9,,100.00%,33.33%,21,140,5.57
25-10-2021 17:00,Pakistan,Pakistan-Mobilink-PAKMK,97,17,1.23%,94.85%,17.53%,21,73,5.75
25-10-2021 23:00,Kenya,Kenya-Safaricom-KENSA,24,8,,83.33%,33.33%,21,154,4.69
25-10-2021 23:00,Austria,Austria-Mobilkom-AUTPT,4,4,25.00%,100.00%,100.00%,20,306,4.09
25-10-2021 19:00,Oman,Oman-Omanmobile-OMNGT,29,12,,100.00%,41.38%,20,102,4.79
25-10-2021 07:00,India,India-Aircel,22,8,4.76%,100.00%,36.36%,20,152,3.78
25-10-2021 12:00,Nigeria,Nigeria-Etisalat-NGAEM,49,9,2.56%,95.92%,18.37%,20,135,5.2
25-10-2021 00:00,Netherlands,Netherlands-T-Mobile-NLDPN,5,3,,100.00%,60.00%,20,402,2.37
25-10-2021 15:00,Lebanon,Lebanon-MTC-M1C2-LBNLC,45,14,,93.33%,31.11%,20,86,4.27
25-10-2021 14:00,Spain,Spain-Orange-ESPRT,21,9,,100.00%,42.86%,20,134,4.44
25-10-2021 01:00,Morocco,Morocco-Orange-MARMT,12,5,9.09%,100.00%,41.67%,20,240,3.98
25-10-2021 17:00,Kuwait,Kuwait-Viva-KWTKT,32,8,,96.88%,25.00%,20,150,5.89
25-10-2021 13:00,Morocco,Morocco-Iam-MARM1,54,11,,83.33%,20.37%,20,108,3.68
25-10-2021 09:00,Jordan,Jordan-Umniah-JORUM,24,11,4.76%,100.00%,45.83%,20,107,3.2
25-10-2021 01:00,United Kingdom,UK-H3G-GBRHU,5,2,,80.00%,40.00%,19,584,2.57
25-10-2021 15:00,Qatar,Qatar-Qtel-QATQT,49,18,,100.00%,36.73%,19,65,6.7
25-10-2021 00:00,Turkey,Turkey-Avea-TURIS,3,1,,100.00%,33.33%,19,"1,165",4.97
25-10-2021 04:00,UAE,UAE-Etisalat-ARETC,91,21,12.05%,97.80%,23.08%,19,55,3.59
25-10-2021 10:00,USA/Canada,USA-ATT-Cingular-USACG,48,11,,100.00%,22.92%,19,106,4.44
25-10-2021 03:00,Spain,Spain-Orange-ESPRT,4,4,,100.00%,100.00%,19,289,3.69
25-10-2021 16:00,Morocco,Morocco-Orange-MARMT,24,8,,91.67%,33.33%,19,144,4.03
25-10-2021 12:00,Germany,Germany-T-Mobile-DEUD1,32,8,,93.75%,25.00%,19,144,5.84
25-10-2021 10:00,Syria,Syria-Mtn-SYRSP,37,16,,100.00%,43.24%,19,72,6.28
25-10-2021 17:00,Ireland,Ireland-Meteor-IRLME,3,2,,100.00%,66.67%,19,573,4.29
25-10-2021 09:00,Kuwait,Kuwait-Wataniya-KWTNM,17,9,,100.00%,52.94%,19,126,4.73
25-10-2021 15:00,Pakistan,Pakistan-Mobilink-PAKMK,98,24,1.28%,96.94%,24.49%,19,47,3.86
25-10-2021 07:00,Qatar,Qatar-Qtel-QATQT,17,7,,100.00%,41.18%,19,161,4.58
25-10-2021 12:00,Oman,Oman-Nawras-OMNNT,6,4,,100.00%,66.67%,19,282,4.02
25-10-2021 13:00,Italy,Italy-Vodafone-ITAOM,7,7,,100.00%,100.00%,19,160,5.21
25-10-2021 15:00,United Kingdom,UK-Telefonica-GBRCN,16,6,,100.00%,37.50%,19,187,3.08
25-10-2021 10:00,Kenya,Kenya-Safaricom-KENSA,28,15,7.69%,92.86%,53.57%,19,75,5.14
25-10-2021 09:00,USA/Canada,USA-ATT-Cingular-USACG,30,6,,100.00%,20.00%,19,186,5.37
25-10-2021 18:00,Ukraine,Ukraine-Kyivstar-UKRKS,3,2,,100.00%,66.67%,19,559,6.17
25-10-2021 16:00,Ireland,Ireland-Meteor-IRLME,4,3,,100.00%,75.00%,19,371,5.1
25-10-2021 14:00,Lebanon,Lebanon-MTC-M1C2-LBNLC,30,11,,100.00%,36.67%,19,101,4.18
25-10-2021 05:00,USA/Canada,USA-T-Mobile-USAW6,5,4,20.00%,100.00%,80.00%,18,275,4.54
25-10-2021 09:00,United Kingdom,UK-T-Mobile-GBRME,46,11,,84.78%,23.91%,18,100,3.37
25-10-2021 12:00,Switzerland,Switzerland-Swisscom-CHEC1,20,11,,100.00%,55.00%,18,100,5.57
25-10-2021 20:00,USA/Canada,USA-T-Mobile-USAW6,15,4,,100.00%,26.67%,18,273,4.21
25-10-2021 20:00,Switzerland,Switzerland-Swisscom-CHEC1,15,10,,93.33%,66.67%,18,109,4.39
25-10-2021 07:00,Jordan,Jordan-Zain-JORFL,26,3,,100.00%,11.54%,18,363,3.08
25-10-2021 17:00,Austria,Austria-Mobilkom-AUTPT,6,6,,100.00%,100.00%,18,180,4.76
25-10-2021 11:00,Cyprus,Cyprus-MTN-CYPSC,7,3,,100.00%,42.86%,18,359,4.3
25-10-2021 17:00,United Kingdom,UK-Telefonica-GBRCN,18,6,,94.44%,33.33%,18,180,3.25
25-10-2021 15:00,Ethiopia,Ethiopia-Ethio-ETH01,4,3,,100.00%,75.00%,18,358,7.17
25-10-2021 22:00,Morocco,Morocco-Orange-MARMT,24,9,,91.67%,37.50%,18,119,4.14
25-10-2021 09:00,Kenya,Kenya-Safaricom-KENSA,52,13,4.17%,94.23%,25.00%,18,82,4.36
25-10-2021 12:00,UAE,UAE-Du-AREDU,30,13,3.33%,100.00%,43.33%,18,82,3.17
25-10-2021 11:00,Greece,Greece-Cosmote-GRCCO,7,3,,100.00%,42.86%,18,356,4.31
25-10-2021 23:00,United Kingdom,UK-Vodafone-GBRVF,16,2,,56.25%,12.50%,18,532,2.69
25-10-2021 04:00,India,India-Tata,25,9,13.04%,100.00%,36.00%,18,117,3.35
25-10-2021 10:00,Germany,Germany-T-Mobile-DEUD1,37,11,,100.00%,29.73%,18,96,5.5
25-10-2021 13:00,Nigeria,Nigeria-Etisalat-NGAEM,40,5,,100.00%,12.50%,17,209,4.1
25-10-2021 16:00,Nigeria,Nigeria-Etisalat-NGAEM,35,10,11.11%,100.00%,28.57%,17,104,3.12
25-10-2021 18:00,Netherlands,Netherlands-Vodafone-NLDLT,7,3,,71.43%,42.86%,17,344,3.62
25-10-2021 19:00,Pakistan,Pakistan-Mobilink-PAKMK,66,15,,96.97%,22.73%,17,69,4.28
25-10-2021 22:00,United Kingdom,UK-H3G-GBRHU,9,3,,100.00%,33.33%,17,343,4.04
25-10-2021 20:00,France,France-SFR-FRAF2,12,7,,100.00%,58.33%,17,146,3.79
25-10-2021 14:00,Spain,Spain-Vodafone-ESPAT,6,4,,100.00%,66.67%,17,256,3.93
25-10-2021 13:00,Greece,Greece-Cosmote-GRCCO,6,3,,100.00%,50.00%,17,340,3.59
25-10-2021 07:00,Oman,Oman-Omanmobile-OMNGT,11,2,,90.91%,18.18%,17,510,6.59
25-10-2021 12:00,Pakistan,Pakistan-Mobilink-PAKMK,93,20,1.11%,96.77%,21.51%,17,51,4.79
25-10-2021 11:00,Oman,Oman-Omanmobile-OMNGT,35,14,,94.29%,40.00%,17,72,3.68
25-10-2021 21:00,Qatar,Qatar-Qtel-QATQT,29,14,,100.00%,48.28%,17,72,5.26
25-10-2021 09:00,Oman,Oman-Omanmobile-OMNGT,16,7,,100.00%,43.75%,17,144,4.73
25-10-2021 22:00,Oman,Oman-Omanmobile-OMNGT,7,4,,100.00%,57.14%,17,251,5.11
25-10-2021 08:00,Indonesia,Indonesia-Indosat-IDNIM,2,1,,100.00%,50.00%,17,"1,005",4.6
25-10-2021 16:00,Belgium,Belgium-Belgacom-BELTB,7,5,14.29%,100.00%,71.43%,17,199,3.19
25-10-2021 14:00,USA/Canada,Canada-Bell-Mobility-CANBM,24,3,,100.00%,12.50%,16,330,4.64
25-10-2021 20:00,Qatar,Qatar-Vodafone-QATB1,3,2,,100.00%,66.67%,16,491,3.42
25-10-2021 09:00,Lebanon,Lebanon-MTC-M1C2-LBNLC,29,4,,100.00%,13.79%,16,243,4.35
25-10-2021 11:00,Italy,Italy-TIM-Ship-ITAGT,2,1,,100.00%,50.00%,16,971,4.32
25-10-2021 21:00,UAE,UAE-Du-AREDU,19,11,,94.74%,57.89%,16,88,2.66
25-10-2021 17:00,Qatar,Qatar-Qtel-QATQT,50,14,,98.00%,28.00%,16,69,5.86
25-10-2021 08:00,Kenya,Kenya-Safaricom-KENSA,23,7,4.35%,95.65%,30.43%,16,137,4.76
25-10-2021 16:00,Kuwait,Kuwait-Wataniya-KWTNM,30,12,,100.00%,40.00%,16,79,3.75
25-10-2021 16:00,United Kingdom,UK-Vodafone-GBRVF,22,11,,77.27%,50.00%,16,86,4.87
25-10-2021 17:00,United Kingdom,UK-Vodafone-GBRVF,38,9,,63.16%,23.68%,16,105,3.41
25-10-2021 15:00,France,France-SFR-FRAF2,11,6,,100.00%,54.55%,16,156,3.03
25-10-2021 10:00,Netherlands,Netherlands-T-Mobile-NLDPN,14,4,,100.00%,28.57%,16,234,2.12
25-10-2021 08:00,Philippines,Philippines-Smart-PHLSR,31,7,,80.65%,22.58%,16,134,4.14
25-10-2021 18:00,Ireland,Ireland-Meteor-IRLME,2,2,,100.00%,100.00%,16,466,3.98
25-10-2021 15:00,Switzerland,Switzerland-Swisscom-CHEC1,22,11,,100.00%,50.00%,15,84,3.27
25-10-2021 23:00,USA/Canada,Canada-Bell-Mobility-CANBM,10,5,10.00%,100.00%,50.00%,15,184,4.55
25-10-2021 08:00,Austria,Austria-Mobilkom-AUTPT,1,1,,100.00%,100.00%,15,919,4.05
25-10-2021 10:00,United Kingdom,UK-H3G-GBRHU,10,3,,90.00%,30.00%,15,306,5.13
25-10-2021 23:00,Kuwait,Kuwait-Zain-KWTMT,1,1,,100.00%,100.00%,15,913,4.89
25-10-2021 09:00,France,France-SFR-FRAF2,3,2,,100.00%,66.67%,15,455,0.94
25-10-2021 22:00,UAE,UAE-Du-AREDU,23,9,,100.00%,39.13%,15,101,2.47
25-10-2021 17:00,United Kingdom,UK-H3G-GBRHU,22,13,,90.91%,59.09%,15,70,4.38
25-10-2021 12:00,Oman,Oman-Omanmobile-OMNGT,20,11,,100.00%,55.00%,15,82,4.62
25-10-2021 07:00,Pakistan,Pakistan-Mobilink-PAKMK,20,1,,100.00%,5.00%,15,900,3.28
25-10-2021 17:00,Australia / Cocos-Keeling Islands,Australia-Optus-AUSOP,1,1,,100.00%,100.00%,15,900,10.57
25-10-2021 10:00,Indonesia,Indonesia-Indosat-IDNIM,9,9,,100.00%,100.00%,15,100,4.74
25-10-2021 21:00,Pakistan,Pakistan-Mobilink-PAKMK,41,9,,97.56%,21.95%,15,99,3.29
25-10-2021 01:00,USA/Canada,USA-T-Mobile-USAW6,4,3,,100.00%,75.00%,15,298,5.35
25-10-2021 14:00,Morocco,Morocco-Iam-MARM1,35,6,,91.43%,17.14%,15,148,4.67
25-10-2021 13:00,Turkey,Turkey-Avea-TURIS,20,5,,100.00%,25.00%,15,177,4.27
25-10-2021 11:00,Switzerland,Switzerland-Swisscom-CHEC1,12,7,,100.00%,58.33%,15,126,4.19
25-10-2021 22:00,USA/Canada,USA-T-Mobile-USAW6,10,7,,100.00%,70.00%,15,125,4.84
25-10-2021 17:00,France,France-SFR-FRAF2,16,11,,100.00%,68.75%,15,80,4.35
25-10-2021 09:00,Sudan,Sudan-Mtn-SDNBT,121,6,2.08%,94.21%,4.96%,15,145,1.17
25-10-2021 19:00,Greece,Greece-Cosmote-GRCCO,6,1,,100.00%,16.67%,14,868,4.54
25-10-2021 03:00,UAE,UAE-Etisalat-ARETC,89,20,15.85%,97.75%,22.47%,14,43,4.08
25-10-2021 17:00,Italy,Italy-Vodafone-ITAOM,7,3,14.29%,100.00%,42.86%,14,285,5.21
25-10-2021 19:00,Georgia,Georgia-Magticom-GEOMA,22,10,5.26%,90.91%,45.45%,14,85,5.51
25-10-2021 15:00,Kuwait,Kuwait-Zain-KWTMT,4,4,25.00%,100.00%,100.00%,14,213,3.76
25-10-2021 00:00,Austria,Austria-Mobilkom-AUTPT,3,2,,100.00%,66.67%,14,424,5.55
25-10-2021 02:00,USA/Canada,USA-ATT-Cingular-USACG,17,7,5.88%,100.00%,41.18%,14,121,5.02
25-10-2021 15:00,Thailand,Thailand-dtacTriNet-THADT,2,2,,100.00%,100.00%,14,422,2.86
25-10-2021 14:00,Oman,Oman-Omanmobile-OMNGT,10,5,,100.00%,50.00%,14,168,5.38
25-10-2021 06:00,USA/Canada,Canada-Bell-Mobility-CANBM,2,1,,100.00%,50.00%,14,838,4.67
25-10-2021 21:00,Italy,Italy-Vodafone-ITAOM,5,4,40.00%,100.00%,80.00%,14,209,2.58
25-10-2021 13:00,Spain,Spain-Orange-ESPRT,28,10,,100.00%,35.71%,14,83,4.08
25-10-2021 20:00,Switzerland,Switzerland-Tdc-CHEDX,5,4,,100.00%,80.00%,14,209,3.48
25-10-2021 16:00,Spain,Spain-Vodafone-ESPAT,5,2,,100.00%,40.00%,14,417,4
25-10-2021 23:00,Belgium,Belgium-Belgacom-BELTB,3,1,,100.00%,33.33%,14,830,5.12
25-10-2021 12:00,Netherlands,Netherlands-KPN-NLDPT,6,4,,100.00%,66.67%,14,207,4.33
25-10-2021 00:00,Morocco,Morocco-Orange-MARMT,12,9,10.00%,83.33%,75.00%,14,92,2.96
25-10-2021 15:00,USA/Canada,USA-T-Mobile-USAW6,23,8,,100.00%,34.78%,14,102,5.15
25-10-2021 02:00,India,India-Idea,37,10,5.41%,100.00%,27.03%,14,82,5.41
25-10-2021 02:00,India,India-Unitech,2,1,,100.00%,50.00%,14,811,3.75
25-10-2021 20:00,Spain,Spain-Vodafone-ESPAT,8,4,,100.00%,50.00%,13,202,4.42
25-10-2021 13:00,Ethiopia,Ethiopia-Ethio-ETH01,12,2,,91.67%,16.67%,13,403,4.7
25-10-2021 03:00,Morocco,Morocco-Orange-MARMT,5,3,,100.00%,60.00%,13,267,2.79
25-10-2021 23:00,India,India-Vodafone,9,3,,100.00%,33.33%,13,267,2.98
25-10-2021 04:00,Egypt,Egypt-Vodafone-EGYMS,37,8,,100.00%,21.62%,13,100,3.67
25-10-2021 14:00,Portugal,Portugal-TMN-PRTTM,6,3,,100.00%,50.00%,13,266,3.98
25-10-2021 12:00,Philippines,Philippines-Smart-PHLSR,40,7,,67.50%,17.50%,13,114,3.34
25-10-2021 00:00,United Kingdom,UK-H3G-GBRHU,9,2,,100.00%,22.22%,13,399,3.42
25-10-2021 11:00,USA/Canada,Canada-Bell-Mobility-CANBM,16,2,,93.75%,12.50%,13,399,4.71
25-10-2021 20:00,Malaysia,Malaysia-Celcom-MYSCC,3,1,,100.00%,33.33%,13,791,4.49
25-10-2021 12:00,Bosnia Herzegovina,Bosnia-Eronet-BIHER,12,8,,100.00%,66.67%,13,98,3.62
25-10-2021 13:00,France,France-SFR-FRAF2,6,4,,100.00%,66.67%,13,195,2.25
25-10-2021 22:00,United Kingdom,UK-Telefonica-GBRCN,4,3,,100.00%,75.00%,13,259,3.97
25-10-2021 19:00,Syria,Syria-Mtn-SYRSP,23,4,,95.65%,17.39%,13,194,7.11
25-10-2021 22:00,Belgium,Belgium-Base-BELKO,2,2,,100.00%,100.00%,13,386,3.51
25-10-2021 18:00,Pakistan,Pakistan-Mobilink-PAKMK,76,9,3.23%,90.79%,11.84%,13,86,5.29
25-10-2021 15:00,Qatar,Qatar-Vodafone-QATB1,10,2,,100.00%,20.00%,13,385,5.52
25-10-2021 19:00,Morocco,Morocco-Orange-MARMT,26,9,4.55%,92.31%,34.62%,13,85,2.61
25-10-2021 15:00,Kuwait,Kuwait-Viva-KWTKT,21,8,5.56%,85.71%,38.10%,13,95,4.12
25-10-2021 20:00,Germany,Germany-Vodafone-DEUD2,6,2,,100.00%,33.33%,13,381,4.39
